ticket_id,created_at,accepted_at,resolved_at,category,type,description,priority,assigned_to,initiator,approver,stage
ITHD_2000479,2025-10-30 18:40:58,2025-10-30 18:43:58,,Сетевое оборудование,Консультация,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Высокий,"Михайлов Тимур Павлович","Орлова Д.Ю.","Федоров Е.М.",Ожидание клиента
ITHD_2000125,2026-01-29 10:05:22,2026-01-29 10:43:22,,Доступ и права,Ремонт,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Средний,"Петрова Светлана Константиновна","Беляев Р.Т.","Романов А.И.",Ожидание клиента
ITHD_2000045,2026-03-29 15:32:26,2026-03-29 15:47:26,2026-03-30 05:57:03,Компьютеры и периферия,Инцидент,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Высокий,"Иванов Алексей Николаевич","Беляев Р.Т.",,Закрыт
ITHD_2000344,2026-04-16 12:57:01,2026-04-16 13:17:01,2026-04-16 16:21:28,Телефония,Настройка,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Низкий,"Морозов Дмитрий Олегович","Захарова Л.А.","Семенова Н.Г.",Решён
ITHD_2000455,2026-03-08 13:45:52,2026-03-08 14:16:52,2026-03-08 20:08:48,Телефония,Инцидент,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Михайлов Тимур Павлович","Волкова М.Д.","Романов А.И.",Закрыт
ITHD_2000063,2026-03-07 14:54:27,2026-03-07 15:39:27,2026-03-08 03:43:00,Сетевое оборудование,Запрос,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Высокий,"Иванов Алексей Николаевич","Николаев В.К.",,Закрыт
ITHD_2000366,2026-02-09 15:54:35,2026-02-09 15:59:35,,Сетевое оборудование,Выдача и установка,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Новикова Регина Вячеславовна","Волкова М.Д.",,Ожидание клиента
ITHD_2000360,2026-02-28 15:40:14,2026-02-28 15:52:14,2026-02-28 20:50:52,Компьютеры и периферия,Выдача и установка,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Низкий,"Новикова Регина Вячеславовна","Николаев В.К.",,Закрыт
ITHD_2000464,2026-03-10 15:15:54,2026-03-10 15:27:54,2026-03-10 18:57:15,Программное обеспечение,Запрос,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Низкий,"Михайлов Тимур Павлович","Смирнов И.И.",,Закрыт
ITHD_2000424,2026-01-05 17:19:44,2026-01-05 17:46:44,2026-01-05 21:32:45,Доступ и права,Ремонт,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Новикова Регина Вячеславовна","Соколова О.П.","Семенова Н.Г.",Закрыт
ITHD_2000131,2025-10-21 12:06:41,2025-10-21 12:40:41,2025-10-21 20:38:44,Сетевое оборудование,Ремонт,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Средний,"Петрова Светлана Константиновна","Попова Е.С.","Романов А.И.",Закрыт
ITHD_2000124,2026-03-02 16:42:30,2026-03-02 17:20:30,,Телефония,Ремонт,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Низкий,"Петрова Светлана Константиновна","Захарова Л.А.","Семенова Н.Г.",Ожидание клиента
ITHD_2000068,2025-12-31 15:59:21,2025-12-31 16:36:21,2026-01-01 03:14:36,Компьютеры и периферия,Инцидент,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Критичный,"Петрова Светлана Константиновна","Беляев Р.Т.",,Закрыт
ITHD_2000223,2026-04-07 10:51:02,2026-04-07 11:06:02,2026-04-07 16:35:52,Сетевое оборудование,Настройка,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Низкий,"Сидоров Владимир Григорьевич","Жуков С.Н.","Романов А.И.",Закрыт
ITHD_2000448,2025-10-11 09:40:29,2025-10-11 10:22:29,2025-10-11 15:39:36,Компьютеры и периферия,Ремонт,"Добавление нового пользователя в Active Directory и настройка групповых политик",Низкий,"Михайлов Тимур Павлович","Захарова Л.А.",,Закрыт
ITHD_2000340,2026-03-24 12:39:12,2026-03-24 12:59:12,2026-03-24 15:16:09,Сетевое оборудование,Выдача и установка,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Средний,"Морозов Дмитрий Олегович","Жуков С.Н.","Федоров Е.М.",Закрыт
ITHD_2000163,2025-12-18 10:49:24,2025-12-18 11:20:24,2025-12-18 16:46:47,Доступ и права,Ремонт,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Сидоров Владимир Григорьевич","Захарова Л.А.","Романов А.И.",Закрыт
ITHD_2000161,2025-10-12 09:07:46,2025-10-12 09:25:46,2025-10-12 14:26:42,Доступ и права,Запрос,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Низкий,"Сидоров Владимир Григорьевич","Захарова Л.А.",,Закрыт
ITHD_2000009,2026-04-05 20:32:30,2026-04-05 21:15:30,2026-04-06 11:18:08,Компьютеры и периферия,Настройка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Иванов Алексей Николаевич","Захарова Л.А.","Семенова Н.Г.",Закрыт
ITHD_2000403,2026-01-11 09:06:11,2026-01-11 09:14:11,,Сетевое оборудование,Настройка,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Средний,"Новикова Регина Вячеславовна","Волкова М.Д.","Федоров Е.М.",Ожидание клиента
ITHD_2000056,2025-12-12 13:30:54,2025-12-12 14:07:54,2025-12-12 21:48:53,Доступ и права,Консультация,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Высокий,"Иванов Алексей Николаевич","Соколова О.П.",,Закрыт
ITHD_2000183,2026-03-08 14:29:13,2026-03-08 14:52:13,2026-03-08 20:20:05,Программное обеспечение,Ремонт,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Сидоров Владимир Григорьевич","Соколова О.П.","Романов А.И.",Закрыт
ITHD_2000166,2025-12-29 16:29:39,2025-12-29 16:32:39,2025-12-29 21:53:43,Телефония,Настройка,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Низкий,"Сидоров Владимир Григорьевич","Жуков С.Н.","Федоров Е.М.",Закрыт
ITHD_2000200,2026-01-19 16:14:16,2026-01-19 16:43:16,2026-01-19 23:13:57,Телефония,Запрос,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Низкий,"Сидоров Владимир Григорьевич","Кузнецов А.В.",,Закрыт
ITHD_2000202,2025-12-28 09:36:45,2025-12-28 09:54:45,2025-12-28 13:22:37,Телефония,Выдача и установка,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Сидоров Владимир Григорьевич","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000389,2025-11-28 13:26:27,2025-11-28 13:43:27,,Программное обеспечение,Запрос,"Добавление нового пользователя в Active Directory и настройка групповых политик",Низкий,"Новикова Регина Вячеславовна","Кузнецов А.В.","Федоров Е.М.",Ожидание клиента
ITHD_2000253,2026-01-07 11:48:37,2026-01-07 11:57:37,2026-01-07 14:18:46,Сервер и СХД,Ремонт,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Козлова Елена Анатольевна","Орлова Д.Ю.",,Решён
ITHD_2000462,2025-11-24 13:49:28,2025-11-24 14:14:28,2025-11-24 20:22:31,Программное обеспечение,Консультация,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Средний,"Михайлов Тимур Павлович","Попова Е.С.",,Закрыт
ITHD_2000037,2026-01-06 13:31:32,2026-01-06 13:43:32,2026-01-06 23:10:27,Телефония,Консультация,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Иванов Алексей Николаевич","Волкова М.Д.",,Закрыт
ITHD_2000065,2025-12-05 10:17:06,2025-12-05 10:35:06,2025-12-05 15:16:56,Программное обеспечение,Ремонт,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Средний,"Петрова Светлана Константиновна","Соколова О.П.","Романов А.И.",Закрыт
ITHD_2000468,2026-04-14 13:00:44,2026-04-14 13:35:44,2026-04-14 16:37:42,Доступ и права,Ремонт,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Низкий,"Михайлов Тимур Павлович","Жуков С.Н.","Федоров Е.М.",Закрыт
ITHD_2000392,2026-03-22 10:53:52,2026-03-22 11:36:52,2026-03-22 15:41:37,Программное обеспечение,Ремонт,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Новикова Регина Вячеславовна","Жуков С.Н.",,Закрыт
ITHD_2000195,2026-03-26 12:34:51,2026-03-26 12:45:51,2026-03-26 18:59:13,Телефония,Выдача и установка,"Добавление нового пользователя в Active Directory и настройка групповых политик",Низкий,"Сидоров Владимир Григорьевич","Николаев В.К.","Семенова Н.Г.",Закрыт
ITHD_2000192,2025-11-05 12:39:51,2025-11-05 13:11:51,2025-11-05 15:34:58,Сетевое оборудование,Инцидент,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Сидоров Владимир Григорьевич","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000337,2025-11-10 15:44:52,2025-11-10 15:57:52,2025-11-10 21:22:34,Доступ и права,Запрос,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Морозов Дмитрий Олегович","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000173,2025-12-01 10:08:47,2025-12-01 10:22:47,2025-12-01 13:30:30,Доступ и права,Настройка,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Высокий,"Сидоров Владимир Григорьевич","Кузнецов А.В.",,Закрыт
ITHD_2000181,2025-12-20 13:27:05,2025-12-20 14:04:05,2025-12-20 19:40:33,Телефония,Консультация,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Сидоров Владимир Григорьевич","Кузнецов А.В.",,Закрыт
ITHD_2000289,2025-12-25 17:07:17,2025-12-25 17:45:17,2025-12-25 22:08:58,Компьютеры и периферия,Консультация,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Морозов Дмитрий Олегович","Николаев В.К.","Федоров Е.М.",Решён
ITHD_2000143,2026-03-25 18:00:38,2026-03-25 18:10:38,,Программное обеспечение,Запрос,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Критичный,"Петрова Светлана Константиновна","Беляев Р.Т.",,Ожидание клиента
ITHD_2000486,2025-10-17 11:49:05,2025-10-17 12:25:05,2025-10-17 16:12:55,Сетевое оборудование,Инцидент,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Высокий,"Михайлов Тимур Павлович","Соколова О.П.","Романов А.И.",Закрыт
ITHD_2000231,2025-12-28 17:14:33,2025-12-28 17:53:33,2025-12-28 21:14:02,Доступ и права,Ремонт,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Высокий,"Козлова Елена Анатольевна","Попова Е.С.","Семенова Н.Г.",Закрыт
ITHD_2000057,2025-12-31 16:23:06,2025-12-31 16:59:06,,Программное обеспечение,Ремонт,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Иванов Алексей Николаевич","Кузнецов А.В.",,Создание заявки
ITHD_2000059,2026-01-31 13:37:17,2026-01-31 14:06:17,2026-01-31 23:35:04,Компьютеры и периферия,Инцидент,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Критичный,"Иванов Алексей Николаевич","Попова Е.С.",,Закрыт
ITHD_2000330,2026-04-18 09:09:34,2026-04-18 09:35:34,2026-04-18 12:21:00,Программное обеспечение,Настройка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Низкий,"Морозов Дмитрий Олегович","Орлова Д.Ю.","Семенова Н.Г.",Решён
ITHD_2000345,2025-10-24 11:49:45,2025-10-24 12:33:45,2025-10-24 17:43:55,Телефония,Выдача и установка,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Морозов Дмитрий Олегович","Орлова Д.Ю.","Романов А.И.",Закрыт
ITHD_2000329,2026-02-17 14:52:27,2026-02-17 15:06:27,2026-02-17 21:23:35,Сетевое оборудование,Запрос,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Низкий,"Морозов Дмитрий Олегович","Николаев В.К.",,Закрыт
ITHD_2000239,2025-12-27 18:51:17,2025-12-27 19:05:17,,Программное обеспечение,Ремонт,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Критичный,"Козлова Елена Анатольевна","Попова Е.С.","Романов А.И.",Создание заявки
ITHD_2000199,2025-12-25 11:32:23,2025-12-25 12:07:23,2025-12-25 16:17:13,Доступ и права,Ремонт,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Средний,"Сидоров Владимир Григорьевич","Захарова Л.А.","Федоров Е.М.",Закрыт
ITHD_2000087,2026-01-05 12:28:40,2026-01-05 13:11:40,2026-01-05 17:54:02,Программное обеспечение,Ремонт,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Высокий,"Петрова Светлана Константиновна","Смирнов И.И.","Семенова Н.Г.",Закрыт
ITHD_2000246,2026-02-03 12:54:25,2026-02-03 13:01:25,2026-02-03 17:36:09,Доступ и права,Выдача и установка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Козлова Елена Анатольевна","Кузнецов А.В.",,Закрыт
ITHD_2000137,2026-01-03 17:51:56,2026-01-03 18:23:56,,Сервер и СХД,Инцидент,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Петрова Светлана Константиновна","Кузнецов А.В.",,Создание заявки
ITHD_2000336,2025-11-15 17:40:47,2025-11-15 18:05:47,2025-11-15 20:12:36,Доступ и права,Ремонт,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Морозов Дмитрий Олегович","Орлова Д.Ю.",,Закрыт
ITHD_2000393,2026-04-15 11:29:37,2026-04-15 12:14:37,2026-04-15 16:23:46,Компьютеры и периферия,Выдача и установка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Новикова Регина Вячеславовна","Волкова М.Д.",,Закрыт
ITHD_2000454,2025-10-04 18:30:18,2025-10-04 19:06:18,2025-10-05 01:36:50,Сервер и СХД,Настройка,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Высокий,"Михайлов Тимур Павлович","Захарова Л.А.","Федоров Е.М.",Закрыт
ITHD_2000268,2026-04-04 11:47:45,2026-04-04 12:18:45,2026-04-04 16:24:54,Сервер и СХД,Консультация,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Высокий,"Козлова Елена Анатольевна","Захарова Л.А.","Федоров Е.М.",Закрыт
ITHD_2000292,2026-04-12 18:20:00,2026-04-12 18:43:00,2026-04-13 00:55:20,Компьютеры и периферия,Ремонт,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Критичный,"Морозов Дмитрий Олегович","Волкова М.Д.","Семенова Н.Г.",Закрыт
ITHD_2000388,2025-11-13 12:17:01,2025-11-13 12:24:01,2025-11-13 15:51:11,Компьютеры и периферия,Ремонт,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Новикова Регина Вячеславовна","Волкова М.Д.",,Закрыт
ITHD_2000132,2026-03-02 15:00:00,2026-03-02 15:29:00,2026-03-02 23:01:23,Компьютеры и периферия,Выдача и установка,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Низкий,"Петрова Светлана Константиновна","Смирнов И.И.",,Закрыт
ITHD_2000406,2026-04-04 18:59:43,2026-04-04 19:40:43,2026-04-04 21:50:33,Сетевое оборудование,Консультация,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Низкий,"Новикова Регина Вячеславовна","Попова Е.С.","Федоров Е.М.",Закрыт
ITHD_2000193,2026-03-10 10:32:46,2026-03-10 11:02:46,2026-03-10 13:20:00,Доступ и права,Инцидент,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Сидоров Владимир Григорьевич","Орлова Д.Ю.",,Закрыт
ITHD_2000478,2025-10-16 10:04:58,2025-10-16 10:45:58,2025-10-16 14:02:14,Телефония,Ремонт,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Высокий,"Михайлов Тимур Павлович","Соколова О.П.","Романов А.И.",Закрыт
ITHD_2000157,2026-04-16 14:48:01,2026-04-16 15:14:01,2026-04-16 19:42:30,Сервер и СХД,Консультация,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Сидоров Владимир Григорьевич","Соколова О.П.","Семенова Н.Г.",Закрыт
ITHD_2000288,2026-01-17 10:49:36,2026-01-17 11:16:36,2026-01-17 17:43:20,Программное обеспечение,Настройка,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Козлова Елена Анатольевна","Попова Е.С.","Романов А.И.",Закрыт
ITHD_2000249,2025-10-21 11:49:54,2025-10-21 12:00:54,2025-10-21 16:49:32,Сетевое оборудование,Запрос,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Козлова Елена Анатольевна","Попова Е.С.",,Закрыт
ITHD_2000172,2026-03-24 13:22:06,2026-03-24 13:32:06,2026-03-24 18:20:06,Компьютеры и периферия,Настройка,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Низкий,"Сидоров Владимир Григорьевич","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000458,2026-01-01 09:10:06,2026-01-01 09:42:06,2026-01-01 13:30:58,Доступ и права,Настройка,"Не работает IP-телефон на рабочем месте руководителя проектов, нет тонального сигнала",Средний,"Михайлов Тимур Павлович","Захарова Л.А.","Федоров Е.М.",Закрыт
ITHD_2000138,2026-02-22 09:08:56,2026-02-22 09:26:56,2026-02-22 16:21:35,Сетевое оборудование,Инцидент,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Высокий,"Петрова Светлана Константиновна","Орлова Д.Ю.","Семенова Н.Г.",Закрыт
ITHD_2000445,2025-10-01 15:30:15,2025-10-01 16:07:15,2025-10-01 22:07:38,Телефония,Выдача и установка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Михайлов Тимур Павлович","Захарова Л.А.","Романов А.И.",Закрыт
ITHD_2000396,2025-11-15 11:22:04,2025-11-15 11:54:04,2025-11-15 15:03:20,Программное обеспечение,Консультация,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Новикова Регина Вячеславовна","Попова Е.С.","Федоров Е.М.",Решён
ITHD_2000187,2026-04-10 17:35:56,2026-04-10 18:12:56,2026-04-10 21:48:50,Сетевое оборудование,Ремонт,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Средний,"Сидоров Владимир Григорьевич","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000285,2025-10-25 11:45:45,2025-10-25 11:50:45,2025-10-25 15:04:46,Телефония,Выдача и установка,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Низкий,"Козлова Елена Анатольевна","Кузнецов А.В.","Федоров Е.М.",Закрыт
ITHD_2000476,2025-10-31 15:49:08,2025-10-31 16:25:08,2025-10-31 21:52:36,Доступ и права,Инцидент,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Михайлов Тимур Павлович","Николаев В.К.","Федоров Е.М.",Закрыт
ITHD_2000032,2026-03-01 13:41:22,2026-03-01 13:59:22,2026-03-02 02:25:46,Доступ и права,Запрос,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Критичный,"Иванов Алексей Николаевич","Соколова О.П.","Федоров Е.М.",Закрыт
ITHD_2000069,2025-11-06 14:33:29,2025-11-06 15:04:29,,Сетевое оборудование,Запрос,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Петрова Светлана Константиновна","Захарова Л.А.",,В работе
ITHD_2000321,2025-11-05 18:17:08,2025-11-05 18:37:08,,Компьютеры и периферия,Консультация,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Высокий,"Морозов Дмитрий Олегович","Волкова М.Д.","Романов А.И.",В работе
ITHD_2000263,2025-10-21 18:17:35,2025-10-21 18:58:35,2025-10-22 00:12:24,Программное обеспечение,Ремонт,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Козлова Елена Анатольевна","Жуков С.Н.","Федоров Е.М.",Закрыт
ITHD_2000376,2025-12-21 14:47:51,2025-12-21 15:19:51,2025-12-21 19:17:39,Сетевое оборудование,Запрос,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Низкий,"Новикова Регина Вячеславовна","Смирнов И.И.","Семенова Н.Г.",Закрыт
ITHD_2000277,2025-12-27 12:29:52,2025-12-27 12:40:52,2025-12-27 16:49:08,Компьютеры и периферия,Инцидент,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Низкий,"Козлова Елена Анатольевна","Попова Е.С.","Федоров Е.М.",Закрыт
ITHD_2000117,2025-12-01 10:40:07,2025-12-01 11:18:07,2025-12-01 15:47:03,Компьютеры и периферия,Консультация,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Петрова Светлана Константиновна","Кузнецов А.В.","Семенова Н.Г.",Закрыт
ITHD_2000074,2026-01-24 17:36:20,2026-01-24 18:16:20,2026-01-25 00:36:24,Сетевое оборудование,Запрос,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Петрова Светлана Константиновна","Соколова О.П.",,Закрыт
ITHD_2000343,2026-04-15 18:19:31,2026-04-15 18:37:31,2026-04-16 00:30:57,Сервер и СХД,Консультация,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Высокий,"Морозов Дмитрий Олегович","Попова Е.С.","Семенова Н.Г.",Закрыт
ITHD_2000367,2026-01-15 09:18:05,2026-01-15 09:23:05,2026-01-15 15:04:00,Сетевое оборудование,Ремонт,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Низкий,"Новикова Регина Вячеславовна","Волкова М.Д.","Романов А.И.",Закрыт
ITHD_2000301,2026-02-01 16:04:21,2026-02-01 16:23:21,2026-02-01 22:46:13,Сетевое оборудование,Запрос,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Высокий,"Морозов Дмитрий Олегович","Орлова Д.Ю.","Романов А.И.",Закрыт
ITHD_2000209,2026-01-15 17:42:03,2026-01-15 18:23:03,2026-01-15 21:55:06,Сервер и СХД,Настройка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Сидоров Владимир Григорьевич","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000390,2025-12-31 10:40:08,2025-12-31 10:54:08,2025-12-31 14:35:48,Компьютеры и периферия,Консультация,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Низкий,"Новикова Регина Вячеславовна","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000243,2026-02-05 16:37:40,2026-02-05 16:44:40,2026-02-05 23:39:03,Сервер и СХД,Настройка,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Высокий,"Козлова Елена Анатольевна","Соколова О.П.","Семенова Н.Г.",Закрыт
ITHD_2000325,2025-12-13 15:15:44,2025-12-13 15:39:44,2025-12-13 18:06:56,Телефония,Выдача и установка,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Морозов Дмитрий Олегович","Кузнецов А.В.",,Закрыт
ITHD_2000240,2025-11-14 12:41:05,2025-11-14 12:52:05,2025-11-14 17:21:25,Программное обеспечение,Настройка,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Низкий,"Козлова Елена Анатольевна","Николаев В.К.",,Закрыт
ITHD_2000426,2026-02-09 12:11:40,2026-02-09 12:40:40,,Доступ и права,Консультация,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Низкий,"Новикова Регина Вячеславовна","Беляев Р.Т.","Романов А.И.",Создание заявки
ITHD_2000222,2026-04-12 17:59:53,2026-04-12 18:35:53,2026-04-12 22:42:33,Сетевое оборудование,Ремонт,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Низкий,"Сидоров Владимир Григорьевич","Николаев В.К.","Федоров Е.М.",Закрыт
ITHD_2000014,2025-11-28 13:21:43,2025-11-28 13:46:43,2025-11-28 20:48:21,Телефония,Запрос,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Средний,"Иванов Алексей Николаевич","Соколова О.П.",,Закрыт
ITHD_2000395,2025-11-29 14:56:08,2025-11-29 15:13:08,2025-11-29 19:00:21,Сетевое оборудование,Инцидент,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Новикова Регина Вячеславовна","Беляев Р.Т.",,Решён
ITHD_2000070,2025-12-02 12:26:12,2025-12-02 12:44:12,2025-12-02 22:07:16,Сервер и СХД,Запрос,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Петрова Светлана Константиновна","Захарова Л.А.","Федоров Е.М.",Закрыт
ITHD_2000342,2025-10-15 16:10:28,2025-10-15 16:36:28,2025-10-15 22:38:45,Сетевое оборудование,Запрос,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Низкий,"Морозов Дмитрий Олегович","Соколова О.П.",,Закрыт
ITHD_2000410,2025-11-29 11:07:53,2025-11-29 11:10:53,2025-11-29 16:19:40,Компьютеры и периферия,Выдача и установка,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Высокий,"Новикова Регина Вячеславовна","Кузнецов А.В.","Семенова Н.Г.",Закрыт
ITHD_2000350,2026-01-23 18:40:07,2026-01-23 19:04:07,2026-01-23 23:24:42,Программное обеспечение,Выдача и установка,"Добавление нового пользователя в Active Directory и настройка групповых политик",Низкий,"Морозов Дмитрий Олегович","Смирнов И.И.",,Закрыт
ITHD_2000242,2025-12-14 13:44:58,2025-12-14 14:04:58,2025-12-14 20:52:55,Доступ и права,Запрос,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Козлова Елена Анатольевна","Волкова М.Д.","Семенова Н.Г.",Закрыт
ITHD_2000145,2026-02-05 10:20:53,2026-02-05 10:23:53,2026-02-05 18:56:40,Телефония,Консультация,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Петрова Светлана Константиновна","Беляев Р.Т.","Семенова Н.Г.",Решён
ITHD_2000358,2025-12-20 11:18:28,2025-12-20 11:54:28,2025-12-20 17:46:06,Сервер и СХД,Инцидент,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Морозов Дмитрий Олегович","Беляев Р.Т.","Семенова Н.Г.",Закрыт
ITHD_2000034,2026-03-01 11:34:54,2026-03-01 11:37:54,2026-03-01 22:34:49,Сервер и СХД,Ремонт,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Иванов Алексей Николаевич","Попова Е.С.",,Закрыт
ITHD_2000421,2025-12-23 15:11:31,2025-12-23 15:35:31,2025-12-23 18:57:14,Компьютеры и периферия,Выдача и установка,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Новикова Регина Вячеславовна","Жуков С.Н.","Романов А.И.",Закрыт
ITHD_2000287,2026-04-03 14:53:32,2026-04-03 15:03:32,,Доступ и права,Выдача и установка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Козлова Елена Анатольевна","Кузнецов А.В.","Семенова Н.Г.",Создание заявки
ITHD_2000122,2026-02-09 09:10:55,2026-02-09 09:27:55,2026-02-09 18:13:36,Программное обеспечение,Настройка,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Низкий,"Петрова Светлана Константиновна","Беляев Р.Т.","Семенова Н.Г.",Закрыт
